,지역,망,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
41,서울 종로구,도시대기,111123,종로구,2022010218,0.003,0.4,0.032,0.017,31.0,24.0,서울 종로구 종로35가길 19
42,서울 종로구,도시대기,111123,종로구,2022010219,0.003,0.4,0.03,0.017,25.0,17.0,서울 종로구 종로35가길 19
43,서울 종로구,도시대기,111123,종로구,2022010220,0.003,0.5,0.025,0.02,24.0,15.0,서울 종로구 종로35가길 19
44,서울 종로구,도시대기,111123,종로구,2022010221,0.003,0.5,0.028,0.017,26.0,18.0,서울 종로구 종로35가길 19
45,서울 종로구,도시대기,111123,종로구,2022010222,0.003,0.5,0.023,0.021,27.0,19.0,서울 종로구 종로35가길 19
46,서울 종로구,도시대기,111123,종로구,2022010223,0.003,0.5,0.016,0.027,27.0,18.0,서울 종로구 종로35가길 19
47,서울 종로구,도시대기,111123,종로구,2022010224,0.003,0.5,0.018,0.025,25.0,18.0,서울 종로구 종로35가길 19
48,서울 종로구,도시대기,111123,종로구,2022010301,0.003,0.5,0.017,0.025,22.0,17.0,서울 종로구 종로35가길 19
49,서울 종로구,도시대기,111123,종로구,2022010302,0.003,0.5,0.018,0.023,22.0,15.0,서울 종로구 종로35가길 19
50,서울 종로구,도시대기,111123,종로구,2022010303,0.003,0.5,0.016,0.024,22.0,15.0,서울 종로구 종로35가길 19
51,서울 종로구,도시대기,111123,종로구,2022010304,0.003,0.6,0.013,0.026,20.0,14.0,서울 종로구 종로35가길 19
52,서울 종로구,도시대기,111123,종로구,2022010305,0.003,0.6,0.01,0.03,23.0,16.0,서울 종로구 종로35가길 19
53,서울 종로구,도시대기,111123,종로구,2022010306,0.003,0.6,0.008,0.036,18.0,13.0,서울 종로구 종로35가길 19
54,서울 종로구,도시대기,111123,종로구,2022010307,0.003,0.5,0.005,0.039,22.0,13.0,서울 종로구 종로35가길 19
55,서울 종로구,도시대기,111123,종로구,2022010308,0.003,0.7,0.003,0.046,21.0,14.0,서울 종로구 종로35가길 19
56,서울 종로구,도시대기,111123,종로구,2022010309,0.003,0.8,0.003,0.047,28.0,14.0,서울 종로구 종로35가길 19
57,서울 종로구,도시대기,111123,종로구,2022010310,0.004,0.9,0.005,0.049,25.0,13.0,서울 종로구 종로35가길 19
58,서울 종로구,도시대기,111123,종로구,2022010311,0.004,0.9,0.005,0.051,37.0,23.0,서울 종로구 종로35가길 19
59,서울 종로구,도시대기,111123,종로구,2022010312,0.004,0.7,0.008,0.045,32.0,21.0,서울 종로구 종로35가길 19
60,서울 종로구,도시대기,111123,종로구,2022010313,0.003,0.7,0.012,0.039,33.0,18.0,서울 종로구 종로35가길 19
61,서울 종로구,도시대기,111123,종로구,2022010314,0.004,0.5,0.016,0.034,28.0,15.0,서울 종로구 종로35가길 19
62,서울 종로구,도시대기,111123,종로구,2022010315,0.004,0.5,0.015,0.036,32.0,20.0,서울 종로구 종로35가길 19
63,서울 종로구,도시대기,111123,종로구,2022010316,,,,,,,서울 종로구 종로35가길 19
64,서울 종로구,도시대기,111123,종로구,2022010317,,,,,,,서울 종로구 종로35가길 19
65,서울 종로구,도시대기,111123,종로구,2022010318,0.004,0.5,0.004,0.043,,,서울 종로구 종로35가길 19
66,서울 종로구,도시대기,111123,종로구,2022010319,0.004,0.5,0.006,0.039,27.0,15.0,서울 종로구 종로35가길 19
67,서울 종로구,도시대기,111123,종로구,2022010320,0.004,0.6,0.007,0.039,22.0,15.0,서울 종로구 종로35가길 19
68,서울 종로구,도시대기,111123,종로구,2022010321,0.003,0.6,0.004,0.043,20.0,16.0,서울 종로구 종로35가길 19
69,서울 종로구,도시대기,111123,종로구,2022010322,0.004,0.5,0.005,0.039,19.0,13.0,서울 종로구 종로35가길 19
70,서울 종로구,도시대기,111123,종로구,2022010323,0.004,0.5,0.003,0.041,21.0,15.0,서울 종로구 종로35가길 19
71,서울 종로구,도시대기,111123,종로구,2022010324,0.003,0.5,0.002,0.043,21.0,14.0,서울 종로구 종로35가길 19
72,서울 종로구,도시대기,111123,종로구,2022010401,0.003,0.5,0.002,0.043,25.0,18.0,서울 종로구 종로35가길 19
73,서울 종로구,도시대기,111123,종로구,2022010402,0.003,0.5,0.01,0.03,25.0,16.0,서울 종로구 종로35가길 19
74,서울 종로구,도시대기,111123,종로구,2022010403,0.003,0.5,0.012,0.025,28.0,20.0,서울 종로구 종로35가길 19
75,서울 종로구,도시대기,111123,종로구,2022010404,0.003,0.4,0.016,0.02,30.0,21.0,서울 종로구 종로35가길 19
76,서울 종로구,도시대기,111123,종로구,2022010405,0.003,0.5,0.02,0.015,31.0,23.0,서울 종로구 종로35가길 19
77,서울 종로구,도시대기,111123,종로구,2022010406,0.003,0.5,0.018,0.017,29.0,21.0,서울 종로구 종로35가길 19
78,서울 종로구,도시대기,111123,종로구,2022010407,0.003,0.5,0.016,0.02,33.0,24.0,서울 종로구 종로35가길 19
79,서울 종로구,도시대기,111123,종로구,2022010408,0.003,0.6,0.014,0.023,35.0,25.0,서울 종로구 종로35가길 19
80,서울 종로구,도시대기,111123,종로구,2022010409,0.004,0.6,0.009,0.028,37.0,30.0,서울 종로구 종로35가길 19
81,서울 종로구,도시대기,111123,종로구,2022010410,0.004,0.6,0.014,0.023,37.0,26.0,서울 종로구 종로35가길 19
82,서울 종로구,도시대기,111123,종로구,2022010411,0.004,0.6,0.02,0.019,38.0,26.0,서울 종로구 종로35가길 19
83,서울 종로구,도시대기,111123,종로구,2022010412,0.004,0.6,0.021,0.02,40.0,28.0,서울 종로구 종로35가길 19
84,서울 종로구,도시대기,111123,종로구,2022010413,0.004,0.6,0.023,0.019,44.0,32.0,서울 종로구 종로35가길 19
85,서울 종로구,도시대기,111123,종로구,2022010414,0.005,0.6,0.024,0.021,47.0,33.0,서울 종로구 종로35가길 19
86,서울 종로구,도시대기,111123,종로구,2022010415,0.004,0.6,0.026,0.019,46.0,31.0,서울 종로구 종로35가길 19
87,서울 종로구,도시대기,111123,종로구,2022010416,0.004,0.5,0.026,0.02,40.0,27.0,서울 종로구 종로35가길 19
88,서울 종로구,도시대기,111123,종로구,2022010417,0.004,0.5,0.024,0.021,37.0,20.0,서울 종로구 종로35가길 19
89,서울 종로구,도시대기,111123,종로구,2022010418,0.004,0.5,0.019,0.025,31.0,19.0,서울 종로구 종로35가길 19
90,서울 종로구,도시대기,111123,종로구,2022010419,0.004,0.5,0.015,0.031,29.0,18.0,서울 종로구 종로35가길 19
91,서울 종로구,도시대기,111123,종로구,2022010420,0.004,0.5,0.018,0.024,28.0,16.0,서울 종로구 종로35가길 19
92,서울 종로구,도시대기,111123,종로구,2022010421,0.003,0.5,0.015,0.025,28.0,14.0,서울 종로구 종로35가길 19
93,서울 종로구,도시대기,111123,종로구,2022010422,0.004,0.6,0.008,0.032,33.0,18.0,서울 종로구 종로35가길 19
94,서울 종로구,도시대기,111123,종로구,2022010423,0.004,0.6,0.012,0.032,35.0,20.0,서울 종로구 종로35가길 19
95,서울 종로구,도시대기,111123,종로구,2022010424,0.004,0.6,0.02,0.025,33.0,21.0,서울 종로구 종로35가길 19
96,서울 종로구,도시대기,111123,종로구,2022010501,0.004,0.6,0.01,0.034,38.0,23.0,서울 종로구 종로35가길 19
97,서울 종로구,도시대기,111123,종로구,2022010502,0.005,0.6,0.014,0.03,35.0,23.0,서울 종로구 종로35가길 19
98,서울 종로구,도시대기,111123,종로구,2022010503,0.004,0.7,0.01,0.033,42.0,27.0,서울 종로구 종로35가길 19
99,서울 종로구,도시대기,111123,종로구,2022010504,0.004,0.6,0.011,0.031,40.0,29.0,서울 종로구 종로35가길 19
100,서울 종로구,도시대기,111123,종로구,2022010505,0.004,0.6,0.012,0.029,39.0,28.0,서울 종로구 종로35가길 19
101,서울 종로구,도시대기,111123,종로구,2022010506,0.004,0.6,0.011,0.031,40.0,29.0,서울 종로구 종로35가길 19
102,서울 종로구,도시대기,111123,종로구,2022010507,0.004,0.7,0.004,0.04,43.0,31.0,서울 종로구 종로35가길 19
103,서울 종로구,도시대기,111123,종로구,2022010508,0.004,0.8,0.002,0.043,43.0,31.0,서울 종로구 종로35가길 19
104,서울 종로구,도시대기,111123,종로구,2022010509,0.004,0.8,0.003,0.046,45.0,32.0,서울 종로구 종로35가길 19
105,서울 종로구,도시대기,111123,종로구,2022010510,0.005,1.0,0.005,0.045,44.0,30.0,서울 종로구 종로35가길 19
106,서울 종로구,도시대기,111123,종로구,2022010511,0.005,0.9,0.007,0.041,48.0,36.0,서울 종로구 종로35가길 19
107,서울 종로구,도시대기,111123,종로구,2022010512,0.005,0.9,0.007,0.044,47.0,34.0,서울 종로구 종로35가길 19
108,서울 종로구,도시대기,111123,종로구,2022010513,0.004,0.8,0.01,0.039,48.0,37.0,서울 종로구 종로35가길 19
109,서울 종로구,도시대기,111123,종로구,2022010514,0.004,0.6,0.013,0.034,42.0,30.0,서울 종로구 종로35가길 19
110,서울 종로구,도시대기,111123,종로구,2022010515,0.004,0.7,0.012,0.036,43.0,31.0,서울 종로구 종로35가길 19
111,서울 종로구,도시대기,111123,종로구,2022010516,0.004,0.7,0.009,0.043,44.0,33.0,서울 종로구 종로35가길 19
112,서울 종로구,도시대기,111123,종로구,2022010517,0.004,0.7,0.005,0.046,47.0,36.0,서울 종로구 종로35가길 19
113,서울 종로구,도시대기,111123,종로구,2022010518,0.004,0.9,0.003,0.05,48.0,35.0,서울 종로구 종로35가길 19
114,서울 종로구,도시대기,111123,종로구,2022010519,0.005,1.2,0.002,0.055,63.0,46.0,서울 종로구 종로35가길 19
115,서울 종로구,도시대기,111123,종로구,2022010520,0.005,1.2,0.002,0.056,64.0,47.0,서울 종로구 종로35가길 19
116,서울 종로구,도시대기,111123,종로구,2022010521,0.005,1.1,0.002,0.052,61.0,51.0,서울 종로구 종로35가길 19
117,서울 종로구,도시대기,111123,종로구,2022010522,0.004,0.9,0.002,0.049,56.0,40.0,서울 종로구 종로35가길 19
118,서울 종로구,도시대기,111123,종로구,2022010523,0.005,0.9,0.002,0.047,57.0,38.0,서울 종로구 종로35가길 19
119,서울 종로구,도시대기,111123,종로구,2022010524,0.004,0.9,0.002,0.048,52.0,39.0,서울 종로구 종로35가길 19
120,서울 종로구,도시대기,111123,종로구,2022010601,0.004,0.9,0.002,0.048,52.0,45.0,서울 종로구 종로35가길 19
121,서울 종로구,도시대기,111123,종로구,2022010602,0.004,0.9,0.002,0.044,47.0,37.0,서울 종로구 종로35가길 19
122,서울 종로구,도시대기,111123,종로구,2022010603,0.004,0.9,0.002,0.043,46.0,38.0,서울 종로구 종로35가길 19
123,서울 종로구,도시대기,111123,종로구,2022010604,0.004,0.9,0.002,0.048,44.0,36.0,서울 종로구 종로35가길 19
124,서울 종로구,도시대기,111123,종로구,2022010605,0.003,0.9,0.002,0.043,45.0,40.0,서울 종로구 종로35가길 19
125,서울 종로구,도시대기,111123,종로구,2022010606,0.003,0.8,0.002,0.042,40.0,35.0,서울 종로구 종로35가길 19
126,서울 종로구,도시대기,111123,종로구,2022010607,0.003,0.8,0.002,0.041,40.0,34.0,서울 종로구 종로35가길 19
127,서울 종로구,도시대기,111123,종로구,2022010608,0.003,0.8,0.002,0.041,40.0,34.0,서울 종로구 종로35가길 19
128,서울 종로구,도시대기,111123,종로구,2022010609,0.004,0.9,0.003,0.042,46.0,37.0,서울 종로구 종로35가길 19
129,서울 종로구,도시대기,111123,종로구,2022010610,0.005,1.0,0.006,0.041,46.0,36.0,서울 종로구 종로35가길 19
130,서울 종로구,도시대기,111123,종로구,2022010611,0.005,0.9,0.011,0.039,50.0,39.0,서울 종로구 종로35가길 19
131,서울 종로구,도시대기,111123,종로구,2022010612,0.005,0.7,0.017,0.031,52.0,39.0,서울 종로구 종로35가길 19
132,서울 종로구,도시대기,111123,종로구,2022010613,0.006,0.7,0.02,0.029,49.0,38.0,서울 종로구 종로35가길 19
133,서울 종로구,도시대기,111123,종로구,2022010614,0.005,0.6,0.027,0.025,53.0,39.0,서울 종로구 종로35가길 19
134,서울 종로구,도시대기,111123,종로구,2022010615,0.005,0.5,0.033,0.018,48.0,35.0,서울 종로구 종로35가길 19
135,서울 종로구,도시대기,111123,종로구,2022010616,0.005,0.5,0.032,0.018,44.0,31.0,서울 종로구 종로35가길 19
136,서울 종로구,도시대기,111123,종로구,2022010617,0.004,0.6,0.029,0.023,49.0,30.0,서울 종로구 종로35가길 19
137,서울 종로구,도시대기,111123,종로구,2022010618,0.004,0.6,0.025,0.026,44.0,29.0,서울 종로구 종로35가길 19
138,서울 종로구,도시대기,111123,종로구,2022010619,0.004,0.8,0.013,0.039,47.0,29.0,서울 종로구 종로35가길 19
139,서울 종로구,도시대기,111123,종로구,2022010620,0.004,0.7,0.009,0.044,49.0,32.0,서울 종로구 종로35가길 19
140,서울 종로구,도시대기,111123,종로구,2022010621,0.004,0.7,0.016,0.032,53.0,33.0,서울 종로구 종로35가길 19
141,서울 종로구,도시대기,111123,종로구,2022010622,0.005,0.7,0.02,0.027,51.0,37.0,서울 종로구 종로35가길 19
142,서울 종로구,도시대기,111123,종로구,2022010623,0.004,0.8,0.011,0.037,55.0,41.0,서울 종로구 종로35가길 19
143,서울 종로구,도시대기,111123,종로구,2022010624,0.004,0.9,0.004,0.043,54.0,40.0,서울 종로구 종로35가길 19
144,서울 종로구,도시대기,111123,종로구,2022010701,0.004,1.1,0.002,0.049,54.0,42.0,서울 종로구 종로35가길 19
145,서울 종로구,도시대기,111123,종로구,2022010702,0.005,1.0,0.004,0.049,54.0,40.0,서울 종로구 종로35가길 19
146,서울 종로구,도시대기,111123,종로구,2022010703,0.005,0.9,0.013,0.036,61.0,48.0,서울 종로구 종로35가길 19
147,서울 종로구,도시대기,111123,종로구,2022010704,0.005,0.9,0.013,0.035,62.0,49.0,서울 종로구 종로35가길 19
148,서울 종로구,도시대기,111123,종로구,2022010705,0.005,0.9,0.011,0.038,63.0,51.0,서울 종로구 종로35가길 19
149,서울 종로구,도시대기,111123,종로구,2022010706,0.005,1.0,0.004,0.046,60.0,50.0,서울 종로구 종로35가길 19
150,서울 종로구,도시대기,111123,종로구,2022010707,,,,,,,서울 종로구 종로35가길 19
151,서울 종로구,도시대기,111123,종로구,2022010708,,,,,,,서울 종로구 종로35가길 19
152,서울 종로구,도시대기,111123,종로구,2022010709,,,,,,,서울 종로구 종로35가길 19
153,서울 종로구,도시대기,111123,종로구,2022010710,,,,,,,서울 종로구 종로35가길 19
154,서울 종로구,도시대기,111123,종로구,2022010711,,,,,,,서울 종로구 종로35가길 19
155,서울 종로구,도시대기,111123,종로구,2022010712,,,,,,,서울 종로구 종로35가길 19
156,서울 종로구,도시대기,111123,종로구,2022010713,,,,,,,서울 종로구 종로35가길 19
157,서울 종로구,도시대기,111123,종로구,2022010714,,,,,,,서울 종로구 종로35가길 19
158,서울 종로구,도시대기,111123,종로구,2022010715,0.005,0.6,0.023,0.032,48.0,34.0,서울 종로구 종로35가길 19
159,서울 종로구,도시대기,111123,종로구,2022010716,0.004,0.6,0.021,0.035,43.0,33.0,서울 종로구 종로35가길 19
160,서울 종로구,도시대기,111123,종로구,2022010717,0.004,0.5,0.026,0.03,43.0,28.0,서울 종로구 종로35가길 19
161,서울 종로구,도시대기,111123,종로구,2022010718,0.004,0.6,0.021,0.038,44.0,29.0,서울 종로구 종로35가길 19
162,서울 종로구,도시대기,111123,종로구,2022010719,0.004,0.7,0.011,0.049,49.0,35.0,서울 종로구 종로35가길 19
163,서울 종로구,도시대기,111123,종로구,2022010720,0.005,0.6,0.011,0.045,53.0,35.0,서울 종로구 종로35가길 19
164,서울 종로구,도시대기,111123,종로구,2022010721,0.004,0.7,0.009,0.044,42.0,29.0,서울 종로구 종로35가길 19
165,서울 종로구,도시대기,111123,종로구,2022010722,0.004,0.7,0.009,0.043,36.0,28.0,서울 종로구 종로35가길 19
166,서울 종로구,도시대기,111123,종로구,2022010723,0.004,0.9,0.004,0.051,39.0,27.0,서울 종로구 종로35가길 19
167,서울 종로구,도시대기,111123,종로구,2022010724,0.005,1.1,0.002,0.061,39.0,29.0,서울 종로구 종로35가길 19
168,서울 종로구,도시대기,111123,종로구,2022010801,0.005,1.2,0.002,0.065,41.0,29.0,서울 종로구 종로35가길 19
169,서울 종로구,도시대기,111123,종로구,2022010802,0.005,1.2,0.002,0.066,41.0,30.0,서울 종로구 종로35가길 19
170,서울 종로구,도시대기,111123,종로구,2022010803,0.005,1.2,0.002,0.066,44.0,32.0,서울 종로구 종로35가길 19
171,서울 종로구,도시대기,111123,종로구,2022010804,0.005,1.2,0.002,0.064,43.0,31.0,서울 종로구 종로35가길 19
172,서울 종로구,도시대기,111123,종로구,2022010805,0.005,1.2,0.002,0.062,46.0,37.0,서울 종로구 종로35가길 19
173,서울 종로구,도시대기,111123,종로구,2022010806,0.005,1.1,0.002,0.057,43.0,34.0,서울 종로구 종로35가길 19
174,서울 종로구,도시대기,111123,종로구,2022010807,0.004,1.0,0.002,0.055,43.0,33.0,서울 종로구 종로35가길 19
175,서울 종로구,도시대기,111123,종로구,2022010808,0.004,1.0,0.002,0.055,41.0,32.0,서울 종로구 종로35가길 19
176,서울 종로구,도시대기,111123,종로구,2022010809,0.005,1.0,0.003,0.057,49.0,38.0,서울 종로구 종로35가길 19
177,서울 종로구,도시대기,111123,종로구,2022010810,0.005,1.1,0.003,0.062,48.0,37.0,서울 종로구 종로35가길 19
178,서울 종로구,도시대기,111123,종로구,2022010811,0.005,1.1,0.004,0.064,58.0,47.0,서울 종로구 종로35가길 19
179,서울 종로구,도시대기,111123,종로구,2022010812,0.005,1.1,0.005,0.064,63.0,49.0,서울 종로구 종로35가길 19
180,서울 종로구,도시대기,111123,종로구,2022010813,0.006,1.0,0.006,0.06,62.0,50.0,서울 종로구 종로35가길 19
181,서울 종로구,도시대기,111123,종로구,2022010814,0.005,0.9,0.005,0.056,52.0,41.0,서울 종로구 종로35가길 19
182,서울 종로구,도시대기,111123,종로구,2022010815,0.005,0.8,0.006,0.055,58.0,44.0,서울 종로구 종로35가길 19
183,서울 종로구,도시대기,111123,종로구,2022010816,0.004,0.7,0.01,0.045,55.0,39.0,서울 종로구 종로35가길 19
184,서울 종로구,도시대기,111123,종로구,2022010817,0.004,0.6,0.017,0.035,50.0,33.0,서울 종로구 종로35가길 19
185,서울 종로구,도시대기,111123,종로구,2022010818,0.004,0.6,0.018,0.034,45.0,32.0,서울 종로구 종로35가길 19
186,서울 종로구,도시대기,111123,종로구,2022010819,0.003,0.8,0.01,0.045,67.0,51.0,서울 종로구 종로35가길 19
187,서울 종로구,도시대기,111123,종로구,2022010820,0.004,0.8,0.013,0.04,90.0,72.0,서울 종로구 종로35가길 19
188,서울 종로구,도시대기,111123,종로구,2022010821,0.003,0.8,0.011,0.041,101.0,84.0,서울 종로구 종로35가길 19
189,서울 종로구,도시대기,111123,종로구,2022010822,0.004,0.9,0.008,0.043,106.0,88.0,서울 종로구 종로35가길 19
190,서울 종로구,도시대기,111123,종로구,2022010823,0.004,0.9,0.007,0.045,111.0,91.0,서울 종로구 종로35가길 19
191,서울 종로구,도시대기,111123,종로구,2022010824,0.004,0.9,0.012,0.04,120.0,98.0,서울 종로구 종로35가길 19
192,서울 종로구,도시대기,111123,종로구,2022010901,0.004,0.8,0.025,0.024,128.0,104.0,서울 종로구 종로35가길 19
193,서울 종로구,도시대기,111123,종로구,2022010902,0.004,0.8,0.028,0.016,139.0,113.0,서울 종로구 종로35가길 19
194,서울 종로구,도시대기,111123,종로구,2022010903,0.003,0.8,0.026,0.015,140.0,120.0,서울 종로구 종로35가길 19
195,서울 종로구,도시대기,111123,종로구,2022010904,0.003,0.9,0.021,0.018,133.0,113.0,서울 종로구 종로35가길 19
196,서울 종로구,도시대기,111123,종로구,2022010905,0.003,0.9,0.021,0.016,139.0,121.0,서울 종로구 종로35가길 19
197,서울 종로구,도시대기,111123,종로구,2022010906,0.003,0.9,0.021,0.015,128.0,109.0,서울 종로구 종로35가길 19
198,서울 종로구,도시대기,111123,종로구,2022010907,0.003,1.0,0.013,0.023,134.0,115.0,서울 종로구 종로35가길 19
199,서울 종로구,도시대기,111123,종로구,2022010908,0.003,1.0,0.009,0.027,133.0,111.0,서울 종로구 종로35가길 19
200,서울 종로구,도시대기,111123,종로구,2022010909,0.003,1.1,0.004,0.033,138.0,115.0,서울 종로구 종로35가길 19
201,서울 종로구,도시대기,111123,종로구,2022010910,0.003,1.1,0.005,0.034,134.0,119.0,서울 종로구 종로35가길 19
202,서울 종로구,도시대기,111123,종로구,2022010911,0.004,1.1,0.01,0.032,140.0,121.0,서울 종로구 종로35가길 19
203,서울 종로구,도시대기,111123,종로구,2022010912,0.004,0.9,0.028,0.019,122.0,106.0,서울 종로구 종로35가길 19
204,서울 종로구,도시대기,111123,종로구,2022010913,0.004,1.0,0.021,0.028,123.0,107.0,서울 종로구 종로35가길 19
205,서울 종로구,도시대기,111123,종로구,2022010914,0.004,1.0,0.022,0.029,128.0,113.0,서울 종로구 종로35가길 19
206,서울 종로구,도시대기,111123,종로구,2022010915,0.004,0.9,0.028,0.027,120.0,107.0,서울 종로구 종로35가길 19
207,서울 종로구,도시대기,111123,종로구,2022010916,0.005,0.9,0.028,0.029,110.0,99.0,서울 종로구 종로35가길 19
208,서울 종로구,도시대기,111123,종로구,2022010917,0.004,0.8,0.033,0.026,112.0,97.0,서울 종로구 종로35가길 19
209,서울 종로구,도시대기,111123,종로구,2022010918,0.004,0.8,0.034,0.025,97.0,84.0,서울 종로구 종로35가길 19
210,서울 종로구,도시대기,111123,종로구,2022010919,0.004,0.8,0.028,0.029,90.0,78.0,서울 종로구 종로35가길 19
211,서울 종로구,도시대기,111123,종로구,2022010920,0.003,0.8,0.03,0.025,88.0,76.0,서울 종로구 종로35가길 19
212,서울 종로구,도시대기,111123,종로구,2022010921,0.003,0.9,0.02,0.035,84.0,77.0,서울 종로구 종로35가길 19
213,서울 종로구,도시대기,111123,종로구,2022010922,0.003,1.1,0.008,0.048,82.0,74.0,서울 종로구 종로35가길 19
214,서울 종로구,도시대기,111123,종로구,2022010923,0.003,1.2,0.008,0.047,88.0,79.0,서울 종로구 종로35가길 19
215,서울 종로구,도시대기,111123,종로구,2022010924,0.003,1.3,0.002,0.058,88.0,76.0,서울 종로구 종로35가길 19
